Hit,"Position (x, y) in cm",Timestamp (s)
1,"(57.52, 22.31)","(3.0428571428571427, 5)"
1,"(58.13, 21.01)","(4.857142857142857, 5)"
1,"(58.6, 20.14)","(6.214285714285714, 5)"
1,"(51.64, 24.01)","(10.042857142857144, 5)"
1,"(54.38, 20.19)","(11.428571428571429, 5)"
1,"(56.05, 22.21)","(14.514285714285714, 5)"
1,"(49.18, 23.64)","(15.928571428571429, 5)"
1,"(52.43, 22.02)","(17.17142857142857, 5)"
1,"(52.97, 27.17)","(18.5, 5)"
1,"(54.03, 23.2)","(21.628571428571423, 5)"
